date,AXS Price,AXS Mk Cap,SLP Price,SLP Mk Cap,ETH Price,ETH Mk Cap,SPS Price,SPS Mk Cap,TLM Price,TLM Mk Cap,MANA Price,MANA Mk Cap,ATLAS Price,ATLAS Mk Cap,SAND Price,SAND Mk Cap,ILV Price,ILV Mk Cap,AXS Circ. Supply per CoinGecko
2021-09-07,79.22278313095607,4578174058.877024,0.11679159489404113,250911195.67405888,3943.256785301908,463012228435.44434,0.3451743206048853,,0.3295829312889089,409590050.2614805,1.0435786778623906,1386303627.176015,0.1808348835061604,390544536.30943197,0.9557823110603931,847003478.6682289,573.8831804846853,363399947.87590975,57788604.21135742
2021-09-08,64.36193164526408,3718578712.52772,0.09621816275104098,206977340.27451652,3440.3417568365676,404516339491.4938,0.27837273670691337,,0.23360209100526907,289042826.3119299,0.8369231345005984,1106345756.1142588,0.13946850415290613,303490749.48265916,0.7539073771335453,672088117.9664183,488.3011457979603,308130853.9546727,57776058.261006884
2021-09-09,68.34454049308626,3931485855.3680663,0.09884402263328548,212277750.68706208,3496.859022996073,413866162089.43915,0.270886649322213,,0.22553823579433718,280199917.5598612,0.859390821857191,1136355865.801472,0.1459623001067638,315463817.4874292,0.7913034784214785,710299466.6679049,496.341062254345,317271569.63659936,57524504.91295315
2021-09-10,69.12620160052654,4011065026.9291644,0.09748374101181904,209195854.5420086,3435.97993265133,403936419964.8866,0.2737311924152352,,0.22254119891328175,276389410.92931056,0.8711324921811447,1157818120.5805864,0.13788825965729085,299038480.0489021,0.8744715687776673,781130057.6525266,500.69991478466824,315672000.5871751,58025248.51732359
2021-09-11,65.68563054542624,3789414022.471074,0.08774271087813192,188138719.10050744,3209.915696090501,376789025177.2447,0.24402247944450664,,0.20619856887281654,255439368.21663225,0.8166473033154849,1082399019.1647499,0.12468357383328074,269233662.93226814,0.7778308265897079,692497912.0960661,458.89099161069737,291202207.7689838,57690152.1840523
2021-09-12,68.6903803439853,3967964362.491784,0.08808970028055506,189406090.3244073,3268.1041621348804,383321475836.21576,0.24079556809107217,,0.20808584422675205,258139638.75252736,0.827464021030232,1097419669.4013782,0.14526393302732982,312606616.28847086,0.7922314952897497,706197193.9399967,461.4698208702124,293001025.29515404,57765939.60640705
2021-09-13,70.09184404657772,4049545217.5652094,0.08708336248946741,187555395.27274248,3417.839366766938,402834673220.724,0.2503525039028182,,0.22123032940911683,275030604.1994528,0.8466369529798448,1127494981.3162642,0.1382722520186642,300145170.05810934,0.8151398378625856,728622916.7967728,477.42900194525413,304185183.86335284,57774842.0326078
2021-09-14,65.21795489090988,3766519500.5275645,0.08082654152388574,173347470.7779252,3301.186776828727,387934440817.1596,0.23201867443923124,,0.20043200399104388,249074187.01791292,0.8247510607408659,1092940560.038465,0.1273911603759815,275596465.9397924,0.7584541562995959,668420550.0158767,470.75843434079485,299904283.5140153,57752799.9279926
2021-09-15,66.76220654242833,3857229047.590609,0.08130713441995695,174188792.16514468,3425.2508733748823,402557959131.82196,0.22484499293571397,,0.20557076406777602,254482131.55629155,0.8462034199992666,1125200767.1210506,0.12789025959034322,276635245.1168299,0.7935883602973083,707528214.0636135,491.73319020630584,312204766.17630833,57775637.5553478
2021-09-16,68.52279767301822,3961243571.4540944,0.09473873539279255,202410738.34600535,3595.9625714292315,421477522819.9356,0.22587006713421504,,0.2248814771069928,277994532.2530005,0.8571578037098732,1136946258.8168685,0.13003452641734858,280455998.25501066,0.8079069930788707,721104847.0458338,544.4536509686382,343292384.04932237,57809133.68944199
2021-09-17,67.40544597161262,3895776878.608073,0.08760112587407044,188096235.64026934,3573.3075160249905,419510540250.7301,0.24796186631687378,,0.21710063624871165,269129764.34025985,0.8435008655108469,1119567897.6514363,0.12621284946827044,272842074.57074374,0.8218923511556921,737199629.829695,527.4615525621632,336235723.071277,57796173.92115105
2021-09-18,65.90562195108818,3816731789.425489,0.08154129877880789,175535463.18945614,3412.177182421673,401297385415.4547,0.2616213609252019,,0.20921228212414314,260143360.35260728,0.8177252606629081,1086049749.0392354,0.10641107665870582,228856580.4522198,0.7705311097121531,689111926.3082684,515.1977793740126,328186470.96092755,57912082.10216231
2021-09-19,65.95878445033946,3809898631.4750223,0.0815217735997085,174794969.2742669,3427.58426153173,403306688199.6298,0.2970878680808234,,0.22825459109791035,281699248.451146,0.8254920564221259,1090223735.4619715,0.11028401243268318,237571596.91966298,0.7765948575111614,692116796.3679302,509.75805226409074,323186583.9441824,57761807.82020786
2021-09-20,63.89363326270144,3702259944.45873,0.07597967181544456,163078495.13132066,3335.884886514119,392513622186.47833,0.2705775742460807,,0.2137086748677115,265438711.33277252,0.8001213168248139,1061626699.9761423,0.10291164809962998,222214736.62270448,0.7456213206041683,665432343.4096094,497.983990115207,316170519.6355018,57944113.605759874
2021-09-21,55.04665755329792,3165481026.0134263,0.06343676804299157,135119943.65040174,2977.3226793404747,348966852277.93604,0.2247187955292985,,0.17378604455155588,214967407.63197514,0.6785738507221728,892632279.5962688,0.0969474778695247,208746947.17023262,0.636824700246555,565211024.8689705,430.9954017980883,273187162.67821467,57505417.52600523
2021-09-22,50.242469939620996,2901193883.807452,0.057978257695321674,122322593.19663665,2744.1109995297,322261202754.7664,0.21966040308713963,,0.1531544576732364,189325971.95090494,0.6116390531684204,808213643.3760356,0.08230281371247461,177178837.4261672,0.5951478304728923,528768313.4192021,415.143960381387,263523446.76726156,57743854.69691217
2021-09-23,61.57150261720915,3556704958.207342,0.06368328278460385,136552346.920975,3074.119761245824,359840797180.9415,0.2762308792092573,,0.1821324297099601,226368894.0540051,0.7357237944636982,973701440.788229,0.08774100484729054,189718997.62335736,0.6949401996739883,621299523.7554878,536.7748193064072,340915839.70943874,57765440.29336793
2021-09-24,67.47373891837162,3905984779.417303,0.08229185252369446,176369401.25444975,3159.269865581771,371681653192.37537,0.2922964251430963,,0.18646004712068642,231314775.57337037,0.7649226338767917,1014798857.7280705,0.09416355110093688,202981979.90012738,0.7456791215342653,655799877.2262433,578.9582851296897,367832296.68622553,57888963.054836564
2021-09-25,68.37819842793306,3975217719.2080207,0.07419367081284504,160470471.39499316,2930.7427060738946,349627373001.0197,0.3619919877082487,,0.1685911117535216,208930422.25194663,0.700610272875533,948035069.3182839,0.0853159206237639,183898858.17617634,0.6800078414423889,606138317.2862676,509.99043726176143,323470895.97514325,58135748.098097175
2021-09-26,65.7480734159226,3802057463.5450716,0.06949186286487936,149042974.0668229,2946.9708461401983,347010586155.9232,0.32405894888602127,,0.16430672680131292,203441169.7543471,0.6964534179956153,923114938.836651,0.08522692739197917,184159642.25231296,0.6698233045088505,597695491.6832575,518.0224907065164,329082054.8024463,57827663.473775715
2021-09-27,63.767476240666525,3691038026.7954044,0.06628590431615446,142144151.65857646,3063.31634471348,359680654321.7558,0.339445039379404,,0.16213096506904787,201119097.4404433,0.7100311225456867,955314579.6791681,0.08115520292729811,175904406.62958306,0.6571362388063133,585501363.9743502,518.0995784063754,328877208.14939386,57882767.899814
2021-09-28,63.64221136255251,3683660274.3437085,0.06856494973040611,147842383.9021377,2939.742282853775,346015184170.8788,0.3620669494382142,,0.15488997463839688,193205688.2193795,0.6693949286748344,888531651.6929832,0.08092666890613526,174638532.10094804,0.6314980654326035,571895561.0942129,498.5165678450641,316184708.43493414,57880771.19694804
2021-09-29,69.21119421334903,4006499166.8375416,0.06297419222463255,135698011.45532298,2798.9844172601042,330646942649.06793,0.3656210867399389,,0.1521563040043434,190286058.9899219,0.6215437164474027,826546050.7702941,0.0754872665909204,162842652.89648128,0.599948772788875,537039528.2994589,456.9118476374087,289944202.0417509,57888022.48502154
2021-09-30,69.21663275533201,4009380546.651636,0.0633918070919669,135751494.9842341,2855.6117305265157,335476370747.3378,0.4859852549197065,,0.15662423302081752,194213026.19492432,0.6460456140156315,856278224.5344448,0.07403239954831675,159825319.05787444,0.604566498734552,538377507.4443965,471.8115132622076,298588592.2732414,57925102.49413684
2021-10-01,74.594176072341,4329863214.5512495,0.06284813106949472,134856650.06813118,3013.4932320320772,355017980604.5097,0.575813016570973,83744402.20479687,0.17034317778470512,209914908.49269488,0.689103808687465,914336894.2912374,0.07903853372836,171033314.3061833,0.6667309816910545,594916035.5733153,499.965661003604,317831975.7906736,58045593.40332647
2021-10-02,109.64625816738473,6623487218.299279,0.0758290172015959,162598848.08173648,3305.107041443724,388950236002.1381,0.5938133315313208,86278474.87809496,0.20483267136268804,254180918.58050406,0.7526365975679085,998122783.2002995,0.09708642677011611,210160360.0064515,0.8065238129360865,717253064.6911594,546.9878202150649,347606667.98196006,60407781.61520058
2021-10-03,107.8005756723802,6572730764.559562,0.07053191473053948,151014998.85748613,3393.9242492696653,399455864987.66345,0.5832446929142837,86385246.38391717,0.2006417084818349,248648114.53304437,0.7536432565753584,1007710045.4070398,0.11254276199123686,242744518.2765085,0.7868005680297778,700915680.5665245,568.0922085429619,361466955.65598065,60971202.830446236
2021-10-04,135.96086043566947,8253167103.3118515,0.07437499967501168,159834892.7455042,3426.387080851377,403971441903.55585,0.533445982744018,79301367.47067529,0.20079167759100955,249182613.10517302,0.7662296909350762,1018816399.4241916,0.12227915097109786,264122966.09757146,0.8809145787612368,774438834.0628473,570.7805654622098,363507940.95559025,60702521.86449553
2021-10-05,134.6017437274323,8220579336.571937,0.0961020389937592,208081920.0767613,3390.310407759615,400955543856.1877,0.5337039590931195,81153294.26196082,0.2044082666035217,254510465.54122522,0.7675261803261695,1019522367.7238686,0.1255987589668874,271348309.02312016,0.8249465875099187,736276552.0672058,571.0631187677128,362514103.5908131,61073349.48957688
2021-10-06,129.91698414182721,7937273637.881529,0.08726139264471945,188239604.3351679,3520.3422566393974,415494260964.53455,0.5786405183212306,87764472.56758846,0.20732687901017452,257582172.6513957,0.7847670225396957,1042525060.9778063,0.12583732280068105,271918188.680327,0.8055404927817771,722427112.5928907,603.3641621271969,383397487.7474951,61094965.29889118
2021-10-07,127.05698214305974,7719400067.2169,0.08219698836900452,176696074.06345195,3592.1761295000256,423560000564.3804,0.5825434546402298,88457353.9627198,0.1961981491781102,243620599.54299915,0.7752578851994139,1026789337.0869975,0.11183566235391111,241697435.1554985,0.815310417903818,725766648.7424364,683.0193298667301,434024265.840529,60755418.05742911
2021-10-08,124.67896704565935,7590024629.34081,0.08881156713556873,190122459.0034,3594.918357967647,423610266229.8694,0.6192851522526357,92514208.4358286,0.22046198734882524,273101806.15982,0.7700606863200915,1021223435.0883644,0.10566919582394561,228152128.65622228,0.8006260645329923,713408550.2612524,666.5057060379081,424451979.2232599,60876544.04901531
2021-10-09,125.83387165886008,7691428026.2398615,0.08583540815672852,184205320.99684563,3558.549577083409,419918377734.5956,0.5992510866859783,90829495.41561486,0.20742370571922877,257655220.7930583,0.8088722415383055,1069311210.5184314,0.10914331425670544,236016694.31333855,0.7771585792313533,693854414.8172505,651.9718741541529,414746720.38594925,61123669.84218355
2021-10-10,126.61213015382094,7738398550.292653,0.08327879200701083,179227746.70312116,3588.0809215501645,421836191767.0316,0.6703087887264539,101761980.32232855,0.21216746026102612,263134823.99263874,0.8384299142787514,1111551699.3856082,0.10327202591943792,223228456.77637312,0.8014176965885654,718029254.2609491,691.8799431803442,438378743.0712799,61118934.97796207
2021-10-11,116.34809542763485,7134145743.373171,0.07486684889125617,161060997.7754469,3431.0193069150096,404765054558.19244,0.8447687200397055,133334868.9484048,0.1938428285618708,240488957.05795503,0.7706807721068969,1025077745.5792489,0.09597922313416786,207672161.60108683,0.7485976229440578,668354824.8043369,660.0914110975983,419213452.93891144,61317254.20301704
2021-10-12,116.05138175599517,7082348395.667551,0.0711390734743274,151658862.05102095,3537.840087124068,415159189478.8265,0.8767208139617875,133005539.45449083,0.1907559211509323,236271008.5786627,0.762393097697648,1008120222.3654816,0.09134281817270745,197095095.15649232,0.740776790891517,657245144.4833195,634.0794119151417,401510548.47828996,61027695.56469912
2021-10-13,122.01506403272454,7463299505.385644,0.07393865361239588,158464168.53244624,3498.1052921206597,412579624206.76843,0.7995323254811052,120981948.86996692,0.195780240691508,243138803.4164874,0.7515084876023693,996975287.204456,0.09228932312823294,199414954.12311965,0.7227885767761257,645839565.9942241,619.2130416258376,394668334.20861745,61167033.46878531
2021-10-14,121.90987566206502,7441777224.009695,0.07606128356419516,163566850.7017286,3605.6503342981764,425077639326.6074,0.8658582271736397,131507443.48861891,0.1922633636143191,237990520.01359436,0.7673635232197722,1017494830.7195494,0.09127516343410283,197155903.50575778,0.7448816509251823,664125794.4991746,642.5000351611641,409558552.5265671,61043268.099447094
